##! [ RR header version 0.1a ]
##! created: 24/09/2014 14:18:48
##! location: /mnt/mnemo2/damian/PaxDB/groups/paxdb_website_groups_consistent/7147.diptera.orthgroups.consistent.txt
##! interpreter: python
##! script: /mnt/mnemo2/damian/PaxDB/sources/consistent/decompress.py
##! args: 
##! machine: imlslnx-atlas
##! rundir: /mnt/mnemo2/damian/PaxDB/sources/consistent
##! script timestamp: 24/09/2014 13:58:51
##! script MD5: 3f108046336d187b95c2e42c296efb1d
##! input file: /mnt/mnemo2/damian/PaxDB/groups/og_ogid_mapping_og3/7147.paxdb.og_ogid.og3.txt timestamp: 24/09/2014 12:07:55
##! input file: /mnt/mnemo2/damian/PaxDB/groups/paxdb_mapped_consistent/7147.paxdb.orthgroups.og3.txt timestamp: 24/09/2014 13:16:49
##! input file: /mnt/mnemo2/damian/eggNOGv4/eggNOGv4_computations/eggnog4/NOG_COG/protein.shorthands.txt timestamp: 21/11/2013 17:24:45
##!
NOG04000:	7165.AGAP010314-PA 7227.FBpp0070181
NOG09934:	7227.FBpp0077444 7165.AGAP028230-PA
NOG09935:	7165.AGAP012190-PA 7227.FBpp0288751
NOG09936:	7165.AGAP008947-PA 7227.FBpp0086997
NOG09937:	7227.FBpp0078844 7165.AGAP010213-PA
NOG09938:	7227.FBpp0076199 7165.AGAP006203-PA
NOG09939:	7165.AGAP002323-PA 7227.FBpp0291525
NOG09940:	7227.FBpp0288463 7165.AGAP003533-PA
NOG09941:	7227.FBpp0290235 7165.AGAP006265-PA
NOG09942:	7165.AGAP009881-PA 7227.FBpp0079948
NOG09943:	7227.FBpp0291772 7165.AGAP010297-PA
NOG09944:	7165.AGAP008835-PA 7227.FBpp0084732 7227.FBpp0084730 7227.FBpp0084731
NOG09945:	7227.FBpp0085929 7165.AGAP006611-PA
NOG09946:	7227.FBpp0073620 7165.AGAP000780-PA
NOG09947:	7165.AGAP010520-PA 7227.FBpp0292301
NOG09948:	7227.FBpp0075803 7165.AGAP001403-PA 7227.FBpp0073607
NOG09949:	7227.FBpp0084017 7165.AGAP004265-PA
NOG09950:	7165.AGAP011120-PA 7227.FBpp0086219
NOG09951:	7227.FBpp0075167 7165.AGAP013545-PA
NOG09952:	7165.AGAP006810-PA 7227.FBpp0076832
NOG09953:	7165.AGAP013488-PA 7227.FBpp0087278
NOG09954:	7227.FBpp0292328 7165.AGAP002402-PA
NOG09955:	7165.AGAP010922-PA 7227.FBpp0303149
NOG09956:	7165.AGAP007210-PA 7227.FBpp0303450
NOG09957:	7227.FBpp0076207 7165.AGAP004887-PA
NOG09958:	7227.FBpp0085061 7227.FBpp0089381 7165.AGAP003219-PB
NOG09959:	7227.FBpp0083371 7165.AGAP010591-PA
NOG09960:	7165.AGAP012826-PA 7227.FBpp0075516 7165.AGAP005050-PA
NOG09961:	7227.FBpp0079575 7165.AGAP001629-PA
NOG09962:	7165.AGAP011896-PA 7227.FBpp0087608
NOG09963:	7227.FBpp0084363 7165.AGAP002566-PB
NOG09964:	7227.FBpp0081982 7165.AGAP003549-PA
NOG09965:	7165.AGAP002558-PA 7227.FBpp0301983 7227.FBpp0078441
NOG09966:	7165.AGAP011581-PA 7227.FBpp0076238
NOG09967:	7227.FBpp0087170 7165.AGAP011815-PA
NOG09968:	7227.FBpp0079514 7165.AGAP005522-PA
NOG09969:	7227.FBpp0082738 7165.AGAP003539-PA
NOG09970:	7165.AGAP004709-PA 7227.FBpp0086965
NOG09971:	7165.AGAP006384-PA 7227.FBpp0301175
NOG09972:	7165.AGAP012515-PA 7227.FBpp0072246
NOG09973:	7227.FBpp0298032 7165.AGAP001554-PA
NOG09974:	7165.AGAP005166-PA 7227.FBpp0083755 7165.AGAP005167-PA 7165.AGAP002926-PA
NOG09975:	7165.AGAP012428-PA 7227.FBpp0074203 7227.FBpp0074204
NOG09976:	7227.FBpp0071085 7165.AGAP011538-PA
NOG09977:	7165.AGAP003649-PA 7227.FBpp0302548
NOG09978:	7165.AGAP009405-PA 7227.FBpp0078795
NOG09979:	7165.AGAP005562-PA 7227.FBpp0087189
NOG09980:	7165.AGAP012517-PA 7227.FBpp0303820
NOG09981:	7165.AGAP003212-PA 7227.FBpp0289999
NOG09982:	7227.FBpp0078009 7165.AGAP007575-PA
NOG09983:	7227.FBpp0080766 7165.AGAP003022-PA 7227.FBpp0080737
NOG09984:	7165.AGAP005259-PA 7227.FBpp0303029
NOG09985:	7227.FBpp0078155 7165.AGAP001112-PA
NOG09986:	7165.AGAP001335-PA 7227.FBpp0070672
NOG09987:	7227.FBpp0081204 7165.AGAP003470-PA 7165.AGAP012549-PA
NOG09988:	7165.AGAP001397-PA 7227.FBpp0300987
NOG09989:	7227.FBpp0077482 7227.FBpp0087225 7227.FBpp0087223 7227.FBpp0087224 7227.FBpp0086785 7165.AGAP011477-PA 7227.FBpp0087254 7227.FBpp0087255 7227.FBpp0087256 7227.FBpp0087257
NOG09990:	7227.FBpp0079324 7165.AGAP008491-PA
NOG09991:	7227.FBpp0288415 7165.AGAP006789-PB
NOG09992:	7227.FBpp0084471 7165.AGAP000352-PA
NOG09993:	7227.FBpp0081981 7165.AGAP001445-PA
NOG09994:	7227.FBpp0085227 7165.AGAP007378-PA
NOG09995:	7227.FBpp0070860 7165.AGAP005226-PA
NOG09996:	7165.AGAP013200-PA 7227.FBpp0303320
NOG09997:	7227.FBpp0073882 7165.AGAP003364-PA
NOG09998:	7227.FBpp0297556 7165.AGAP011554-PA
NOG09999:	7227.FBpp0074949 7165.AGAP004986-PA
NOG10000:	7165.AGAP001941-PA 7227.FBpp0078338
NOG10001:	7227.FBpp0289931 7165.AGAP011198-PA
NOG10002:	7227.FBpp0079677 7165.AGAP008859-PA
NOG10003:	7165.AGAP000790-PA 7227.FBpp0073402
NOG10004:	7227.FBpp0087526 7165.AGAP003662-PA
NOG10005:	7227.FBpp0290107 7165.AGAP004310-PA
NOG10006:	7165.AGAP007098-PA 7227.FBpp0087681
NOG10007:	7165.AGAP004931-PA 7227.FBpp0074991 7165.AGAP012721-PA
NOG10008:	7227.FBpp0076264 7165.AGAP005893-PA
NOG10009:	7165.AGAP010320-PA 7227.FBpp0071818
NOG10010:	7165.AGAP001411-PB 7227.FBpp0077874
NOG10011:	7227.FBpp0289639 7165.AGAP005075-PA
NOG10012:	7227.FBpp0085121 7165.AGAP000759-PA
NOG10013:	7227.FBpp0293146 7165.AGAP004052-PA
NOG10014:	7165.AGAP001618-PA 7227.FBpp0082326 7165.AGAP001619-PA
NOG10015:	7165.AGAP000572-PA 7165.AGAP000315-PA 7227.FBpp0111913 7165.AGAP000571-PA 7227.FBpp0074400
NOG10016:	7165.AGAP007853-PA 7227.FBpp0078673
NOG10017:	7165.AGAP012273-PA 7227.FBpp0075661
NOG10018:	7165.AGAP006054-PA 7227.FBpp0072515
NOG10019:	7227.FBpp0083516 7165.AGAP001978-PA
NOG10020:	7165.AGAP008082-PA 7227.FBpp0100150
NOG10021:	7227.FBpp0292105 7165.AGAP011296-PA
NOG10022:	7227.FBpp0289521 7165.AGAP010959-PA
NOG10023:	7165.AGAP002258-PB 7227.FBpp0078496
NOG10024:	7165.AGAP004930-PA 7227.FBpp0070813
NOG10025:	7227.FBpp0072645 7165.AGAP006040-PA
NOG10026:	7227.FBpp0303300 7165.AGAP010890-PA
NOG10027:	7227.FBpp0075759 7165.AGAP006108-PA
NOG10028:	7227.FBpp0070204 7165.AGAP010598-PA
NOG10029:	7165.AGAP008492-PA 7227.FBpp0079479
NOG10030:	7227.FBpp0074978 7165.AGAP005930-PA
NOG10031:	7165.AGAP007841-PA 7227.FBpp0305117
NOG10032:	7227.FBpp0073978 7165.AGAP010240-PA 7165.AGAP004741-PA
NOG10033:	7227.FBpp0083016 7165.AGAP001148-PA
NOG10034:	7165.AGAP002392-PA 7227.FBpp0083936
NOG10035:	7227.FBpp0084763 7165.AGAP003845-PA
NOG10036:	7165.AGAP004599-PA 7227.FBpp0084758
NOG10037:	7165.AGAP008045-PA 7227.FBpp0080872
NOG10038:	7227.FBpp0084078 7165.AGAP001298-PA
NOG10039:	7227.FBpp0088852 7165.AGAP009542-PA
NOG10040:	7227.FBpp0085893 7165.AGAP006650-PA
NOG10041:	7165.AGAP013738-PA 7227.FBpp0289589
NOG10042:	7165.AGAP007507-PA 7227.FBpp0077550
NOG10043:	7165.AGAP009941-PA 7227.FBpp0072300
NOG10044:	7227.FBpp0085072 7165.AGAP000820-PA
NOG10045:	7227.FBpp0288933 7165.AGAP010044-PA
NOG10046:	7227.FBpp0303253 7165.AGAP009665-PA
NOG10047:	7165.AGAP011167-PA 7227.FBpp0084027
NOG10048:	7227.FBpp0087094 7165.AGAP012380-PA
NOG10049:	7227.FBpp0072573 7165.AGAP004955-PA
NOG10050:	7227.FBpp0099795 7165.AGAP009458-PA
NOG10051:	7227.FBpp0079813 7165.AGAP008063-PA
NOG10052:	7165.AGAP009967-PA 7165.AGAP009969-PA 7227.FBpp0079364
NOG10053:	7227.FBpp0082297 7165.AGAP002455-PA
NOG10054:	7227.FBpp0100008 7165.AGAP002357-PA
NOG10055:	7165.AGAP003331-PA 7227.FBpp0289893
NOG10056:	7165.AGAP010608-PA 7227.FBpp0290037
NOG10057:	7165.AGAP007394-PA 7227.FBpp0078929
NOG10058:	7227.FBpp0088796 7165.AGAP013190-PA
NOG10059:	7165.AGAP008428-PA 7227.FBpp0084827
NOG10060:	7227.FBpp0099856 7165.AGAP011447-PA
NOG10061:	7165.AGAP005818-PA 7227.FBpp0082912
NOG10062:	7165.AGAP001315-PE 7227.FBpp0112048
NOG10063:	7165.AGAP002216-PA 7227.FBpp0073508
NOG10064:	7227.FBpp0291867 7165.AGAP004068-PA
NOG10065:	7227.FBpp0082916 7165.AGAP001816-PA 7165.AGAP001818-PA
NOG10066:	7165.AGAP005234-PA 7227.FBpp0110197
NOG10067:	7165.AGAP009583-PA 7227.FBpp0079384
NOG10068:	7227.FBpp0288961 7165.AGAP006658-PA
NOG10069:	7165.AGAP000338-PA 7227.FBpp0080807
NOG10070:	7227.FBpp0070950 7165.AGAP002020-PA
NOG10071:	7165.AGAP003655-PA 7227.FBpp0074739
NOG10072:	7227.FBpp0291634 7165.AGAP008117-PA
NOG10073:	7165.AGAP000614-PA 7227.FBpp0078182 7227.FBpp0086094
NOG10074:	7165.AGAP028090-PA 7227.FBpp0088056
NOG10075:	7227.FBpp0077983 7165.AGAP011879-PA
NOG10076:	7227.FBpp0085490 7165.AGAP007310-PA
NOG10077:	7227.FBpp0073806 7165.AGAP002500-PA
NOG10078:	7165.AGAP009164-PA 7227.FBpp0086898
NOG10079:	7227.FBpp0303393 7165.AGAP001451-PC
NOG10080:	7165.AGAP012100-PA 7227.FBpp0080641
NOG10081:	7227.FBpp0084505 7165.AGAP000344-PA
NOG10082:	7165.AGAP005054-PA 7227.FBpp0072282
NOG10083:	7227.FBpp0074239 7165.AGAP000250-PA
NOG10084:	7165.AGAP004759-PA 7165.AGAP012804-PA 7227.FBpp0083854
NOG10085:	7165.AGAP009986-PA 7227.FBpp0077805
NOG10086:	7227.FBpp0304126 7165.AGAP000215-PA
NOG10087:	7227.FBpp0081947 7165.AGAP011159-PA
NOG10088:	7227.FBpp0084329 7165.AGAP012342-PA 7227.FBpp0084355
NOG10089:	7165.AGAP008593-PA 7227.FBpp0292334
NOG10090:	7227.FBpp0080025 7165.AGAP007811-PA
NOG10091:	7227.FBpp0305178 7165.AGAP001828-PA
NOG10092:	7165.AGAP009121-PA 7165.AGAP028031-PA 7165.AGAP009122-PA 7227.FBpp0077757
NOG10093:	7227.FBpp0080050 7165.AGAP008674-PA
NOG10094:	7165.AGAP001998-PA 7227.FBpp0082513
NOG10095:	7227.FBpp0298004 7165.AGAP003396-PA
NOG10096:	7227.FBpp0078894 7165.AGAP009905-PA
NOG10097:	7227.FBpp0075138 7165.AGAP006953-PA
NOG10098:	7227.FBpp0070160 7165.AGAP004191-PA
NOG10099:	7165.AGAP008658-PA 7227.FBpp0079298
NOG10100:	7165.AGAP008794-PA 7227.FBpp0077687
NOG10101:	7227.FBpp0073836 7227.FBpp0073835 7165.AGAP001149-PA
NOG10102:	7165.AGAP004664-PA 7227.FBpp0082826
NOG10103:	7227.FBpp0112092 7165.AGAP001393-PA
NOG10104:	7165.AGAP000041-PA 7227.FBpp0070406 7227.FBpp0071271
NOG10105:	7165.AGAP005723-PA 7227.FBpp0088438
NOG10106:	7165.AGAP009687-PA 7227.FBpp0099642
NOG10107:	7227.FBpp0304845 7165.AGAP005135-PA
NOG10108:	7227.FBpp0087004 7165.AGAP000272-PA
NOG10109:	7165.AGAP006867-PA 7227.FBpp0304993
NOG10110:	7165.AGAP002916-PA 7227.FBpp0073535
NOG10111:	7227.FBpp0078251 7165.AGAP013195-PA
NOG10112:	7165.AGAP007413-PA 7227.FBpp0290646
NOG10113:	7165.AGAP004823-PA 7227.FBpp0073004
NOG10114:	7227.FBpp0079567 7165.AGAP005824-PA
NOG10115:	7165.AGAP002840-PA 7227.FBpp0087051
NOG10116:	7165.AGAP007705-PA 7227.FBpp0073196
NOG10117:	7227.FBpp0083934 7165.AGAP003441-PA
NOG10118:	7227.FBpp0088139 7165.AGAP000058-PA
NOG10119:	7165.AGAP002758-PA 7227.FBpp0081445
NOG10120:	7227.FBpp0075899 7165.AGAP011600-PC
NOG10121:	7165.AGAP009742-PA 7227.FBpp0292041
NOG10122:	7165.AGAP001702-PA 7227.FBpp0072721
NOG10123:	7165.AGAP010328-PA 7165.AGAP010930-PA 7227.FBpp0297130
NOG10124:	7165.AGAP006385-PA 7227.FBpp0075737
NOG10125:	7227.FBpp0111928 7165.AGAP028023-PA
NOG10126:	7165.AGAP006459-PA 7227.FBpp0072908
NOG10127:	7165.AGAP013178-PA 7227.FBpp0111859
NOG10128:	7227.FBpp0074220 7165.AGAP003732-PA
NOG10129:	7227.FBpp0073031 7165.AGAP005378-PB
NOG10130:	7227.FBpp0073935 7165.AGAP002303-PA
NOG10131:	7165.AGAP013136-PA 7227.FBpp0083608
NOG10132:	7165.AGAP011836-PA 7227.FBpp0087126
NOG10133:	7227.FBpp0292475 7165.AGAP009289-PA
NOG10134:	7227.FBpp0082068 7165.AGAP001996-PA
NOG10135:	7165.AGAP008382-PA 7227.FBpp0089291
NOG10136:	7227.FBpp0071509 7165.AGAP006647-PA
NOG10137:	7227.FBpp0084190 7165.AGAP013296-PA
NOG10138:	7165.AGAP003574-PA 7227.FBpp0082986
NOG10139:	7165.AGAP008340-PA 7227.FBpp0079461
NOG10140:	7227.FBpp0304151 7165.AGAP006470-PA
NOG10141:	7227.FBpp0072881 7165.AGAP007177-PA
NOG10142:	7227.FBpp0077142 7165.AGAP011706-PA
NOG10143:	7227.FBpp0075318 7165.AGAP005418-PA
NOG10144:	7165.AGAP004120-PA 7227.FBpp0303185
NOG10145:	7227.FBpp0071498 7165.AGAP006174-PA 7227.FBpp0289916
NOG10146:	7227.FBpp0271789 7165.AGAP000864-PA
NOG10147:	7227.FBpp0070814 7165.AGAP010875-PA
NOG10148:	7227.FBpp0290166 7165.AGAP007026-PA
NOG10149:	7227.FBpp0306201 7165.AGAP009280-PA 7227.FBpp0077448
NOG10150:	7227.FBpp0077677 7165.AGAP009156-PA
NOG10151:	7165.AGAP001092-PA 7227.FBpp0083050
NOG10152:	7227.FBpp0291628 7165.AGAP011885-PA
NOG10153:	7227.FBpp0079491 7165.AGAP009958-PA
NOG10154:	7227.FBpp0099503 7165.AGAP002477-PA
NOG10155:	7227.FBpp0083729 7165.AGAP012038-PA
NOG10156:	7165.AGAP002740-PA 7227.FBpp0073528
NOG10157:	7227.FBpp0071770 7165.AGAP006721-PA
NOG10158:	7165.AGAP000066-PA 7227.FBpp0100057
NOG10159:	7227.FBpp0112336 7165.AGAP003189-PA
NOG10160:	7227.FBpp0078066 7165.AGAP006548-PA
NOG10161:	7227.FBpp0082703 7165.AGAP003284-PA
NOG10162:	7165.AGAP011135-PA 7227.FBpp0072145
NOG10163:	7227.FBpp0300988 7165.AGAP013102-PA
NOG10164:	7227.FBpp0073235 7165.AGAP010866-PA
NOG10165:	7227.FBpp0086288 7227.FBpp0072245 7165.AGAP000196-PA
NOG10166:	7165.AGAP004336-PA 7227.FBpp0071194
NOG10167:	7227.FBpp0075353 7165.AGAP010983-PA
NOG10168:	7227.FBpp0081458 7165.AGAP003430-PA
NOG10169:	7227.FBpp0082767 7165.AGAP002777-PA
NOG10170:	7227.FBpp0110131 7165.AGAP001624-PA
NOG10171:	7227.FBpp0081900 7165.AGAP012890-PA 7165.AGAP003975-PA
NOG10172:	7165.AGAP009652-PA 7227.FBpp0070885
NOG10173:	7165.AGAP006283-PB 7227.FBpp0305270
NOG10174:	7165.AGAP000110-PA 7227.FBpp0081860
NOG10175:	7227.FBpp0303030 7165.AGAP005260-PA
NOG10176:	7165.AGAP006035-PA 7227.FBpp0290743
NOG10177:	7227.FBpp0306058 7165.AGAP001942-PA
NOG10178:	7227.FBpp0072769 7165.AGAP007198-PA
NOG10179:	7165.AGAP005217-PA 7227.FBpp0088524
NOG10180:	7227.FBpp0304330 7165.AGAP009406-PA
NOG10181:	7165.AGAP001042-PA 7227.FBpp0071240
NOG10182:	7165.AGAP004923-PA 7227.FBpp0076857
NOG10183:	7165.AGAP009059-PA 7227.FBpp0080408
NOG10184:	7165.AGAP006248-PA 7227.FBpp0305737
NOG10185:	7165.AGAP002949-PA 7227.FBpp0293586
NOG10186:	7227.FBpp0081906 7165.AGAP002968-PA
NOG10187:	7227.FBpp0289083 7165.AGAP007213-PA
NOG10188:	7227.FBpp0301746 7165.AGAP010623-PA
NOG10189:	7165.AGAP005507-PA 7227.FBpp0303878
NOG10190:	7227.FBpp0083397 7165.AGAP004631-PA
NOG10191:	7165.AGAP010018-PA 7227.FBpp0303867 7165.AGAP012743-PA
NOG10192:	7165.AGAP010736-PA 7227.FBpp0084923 7227.FBpp0288472
NOG10193:	7227.FBpp0072104 7165.AGAP005780-PA
NOG10194:	7227.FBpp0073490 7165.AGAP004678-PA
NOG10195:	7165.AGAP004837-PA 7227.FBpp0300893
NOG10196:	7227.FBpp0074969 7165.AGAP005686-PA 7165.AGAP005687-PA 7165.AGAP012736-PA
NOG10197:	7227.FBpp0303607 7165.AGAP000779-PA
NOG10198:	7227.FBpp0112140 7165.AGAP002124-PA
NOG10199:	7227.FBpp0070998 7165.AGAP002018-PB
NOG10200:	7165.AGAP009664-PA 7227.FBpp0293513
NOG10201:	7227.FBpp0081591 7165.AGAP003981-PA
NOG10202:	7165.AGAP007828-PA 7165.AGAP010151-PA 7227.FBpp0087132
NOG10203:	7227.FBpp0087538 7165.AGAP010478-PA
NOG10204:	7227.FBpp0303897 7165.AGAP005675-PA
NOG10205:	7165.AGAP001334-PA 7227.FBpp0084214
NOG10206:	7165.AGAP003909-PA 7227.FBpp0082421
NOG10207:	7165.AGAP011974-PA 7227.FBpp0077249 7227.FBpp0077155 7227.FBpp0077156 7227.FBpp0087112
NOG10208:	7165.AGAP011742-PA 7227.FBpp0076592
NOG10209:	7165.AGAP003633-PA 7227.FBpp0071234
NOG10210:	7165.AGAP003914-PB 7227.FBpp0305823
NOG10211:	7165.AGAP004756-PA 7227.FBpp0099839
NOG10212:	7227.FBpp0083256 7165.AGAP012079-PA
NOG10213:	7165.AGAP003469-PA 7227.FBpp0078260
NOG10214:	7227.FBpp0075908 7227.FBpp0075906 7165.AGAP002483-PA 7227.FBpp0074633
NOG10215:	7227.FBpp0081383 7227.FBpp0081382 7165.AGAP001912-PA 7227.FBpp0076104 7227.FBpp0081361
NOG10216:	7165.AGAP007205-PA 7227.FBpp0074126
NOG10217:	7227.FBpp0304862 7165.AGAP002730-PA
NOG10218:	7165.AGAP005820-PA 7227.FBpp0075968
NOG10219:	7227.FBpp0079391 7165.AGAP008707-PA
NOG10220:	7165.AGAP001515-PB 7227.FBpp0302639
NOG10221:	7165.AGAP008653-PA 7227.FBpp0271901
NOG10222:	7227.FBpp0087562 7165.AGAP000698-PA 7165.AGAP000699-PA
NOG10223:	7227.FBpp0076963 7165.AGAP006416-PA 7227.FBpp0076964
NOG10224:	7165.AGAP002471-PA 7227.FBpp0077717
NOG10225:	7227.FBpp0293630 7165.AGAP006089-PA
NOG10226:	7165.AGAP004918-PA 7227.FBpp0078910 7165.AGAP004916-PA 7227.FBpp0290150 7165.AGAP004917-PA 7227.FBpp0071674 7165.AGAP006743-PA
NOG10227:	7227.FBpp0291004 7165.AGAP009747-PA
NOG10228:	7227.FBpp0075686 7165.AGAP005136-PA
NOG10229:	7165.AGAP003217-PA 7227.FBpp0073144
NOG10230:	7227.FBpp0304128 7165.AGAP013258-PA
NOG10231:	7165.AGAP002259-PA 7227.FBpp0290511
NOG10232:	7165.AGAP001371-PA 7227.FBpp0290123
NOG10233:	7227.FBpp0304777 7165.AGAP003753-PB
NOG10234:	7165.AGAP013401-PA 7227.FBpp0072640
NOG10235:	7165.AGAP003729-PA 7227.FBpp0081306
NOG10236:	7165.AGAP001227-PA 7227.FBpp0073891
NOG10237:	7165.AGAP012061-PA 7227.FBpp0088079
NOG10238:	7165.AGAP012204-PA 7227.FBpp0305289
NOG10239:	7227.FBpp0083912 7165.AGAP004370-PA
NOG10240:	7165.AGAP011456-PA 7227.FBpp0071947
NOG10241:	7227.FBpp0296963 7165.AGAP003052-PA
NOG10242:	7165.AGAP005218-PA 7227.FBpp0071847
NOG10243:	7165.AGAP003936-PA 7227.FBpp0081234
NOG10244:	7165.AGAP000498-PA 7227.FBpp0305904 7227.FBpp0080616 7165.AGAP007024-PA
NOG10245:	7227.FBpp0083893 7165.AGAP013519-PA
NOG10246:	7165.AGAP008600-PA 7227.FBpp0073805
NOG10247:	7227.FBpp0296972 7165.AGAP000146-PA
NOG10248:	7227.FBpp0291465 7165.AGAP003327-PA
NOG10249:	7165.AGAP001408-PA 7227.FBpp0070766
NOG10250:	7227.FBpp0082033 7165.AGAP009843-PA 7227.FBpp0077226
NOG10251:	7227.FBpp0289236 7165.AGAP007595-PA
NOG10252:	7227.FBpp0303789 7165.AGAP008189-PA
NOG10253:	7227.FBpp0082555 7165.AGAP013455-PA
NOG10254:	7165.AGAP005684-PA 7227.FBpp0303212
NOG10255:	7227.FBpp0081807 7165.AGAP009660-PA
NOG10256:	7165.AGAP004878-PA 7227.FBpp0292362
NOG10257:	7227.FBpp0087566 7165.AGAP011246-PA
NOG10258:	7227.FBpp0288372 7165.AGAP012178-PA
NOG10259:	7165.AGAP006828-PA 7227.FBpp0076328
NOG10260:	7227.FBpp0074455 7165.AGAP000967-PA
NOG10261:	7227.FBpp0290236 7165.AGAP001207-PA
NOG10262:	7227.FBpp0073844 7165.AGAP000952-PA
NOG10263:	7165.AGAP007974-PA 7227.FBpp0077219
NOG10264:	7165.AGAP009882-PA 7227.FBpp0305307
NOG10265:	7227.FBpp0301158 7165.AGAP013210-PA
NOG10266:	7227.FBpp0304965 7165.AGAP012339-PA
NOG10267:	7165.AGAP011803-PA 7227.FBpp0072134
NOG10268:	7227.FBpp0082090 7165.AGAP002543-PA 7227.FBpp0291517
NOG10269:	7165.AGAP007478-PA 7227.FBpp0085962
NOG10270:	7227.FBpp0086344 7165.AGAP003614-PA
NOG10271:	7165.AGAP007614-PA 7227.FBpp0072103
NOG10272:	7165.AGAP003795-PA 7227.FBpp0081390
NOG10273:	7165.AGAP006926-PA 7227.FBpp0075184
NOG10274:	7165.AGAP011119-PA 7227.FBpp0086191
NOG10275:	7165.AGAP011362-PA 7227.FBpp0070116
NOG10276:	7165.AGAP004928-PA 7227.FBpp0072894
NOG10277:	7227.FBpp0076183 7165.AGAP006497-PA
NOG10278:	7165.AGAP008615-PA 7227.FBpp0087519
NOG10279:	7165.AGAP011200-PA 7227.FBpp0071379
NOG10280:	7165.AGAP005132-PA 7227.FBpp0113013
NOG10281:	7165.AGAP006161-PA 7227.FBpp0081351
NOG10282:	7165.AGAP013157-PA 7227.FBpp0081139
NOG10283:	7165.AGAP005018-PA 7227.FBpp0088020
NOG10284:	7227.FBpp0303126 7165.AGAP005413-PA
NOG10285:	7165.AGAP002022-PA 7227.FBpp0088574
NOG10286:	7165.AGAP009198-PA 7227.FBpp0072278
NOG10287:	7227.FBpp0084242 7165.AGAP007157-PA
NOG10288:	7227.FBpp0071970 7165.AGAP000851-PA
NOG10289:	7165.AGAP002052-PA 7227.FBpp0297710
NOG10290:	7165.AGAP006071-PA 7227.FBpp0082599
NOG10291:	7227.FBpp0075526 7165.AGAP001710-PA
NOG10292:	7227.FBpp0072150 7165.AGAP008234-PA
NOG10293:	7165.AGAP007625-PA 7227.FBpp0081683
NOG10294:	7165.AGAP007083-PA 7227.FBpp0080078
NOG10295:	7227.FBpp0074980 7165.AGAP002214-PA
NOG10296:	7227.FBpp0301169 7165.AGAP006267-PA
NOG10297:	7165.AGAP003134-PA 7227.FBpp0081899
NOG10298:	7227.FBpp0078245 7165.AGAP004129-PA
NOG10299:	7165.AGAP000654-PA 7227.FBpp0083376
NOG10300:	7227.FBpp0087052 7165.AGAP005198-PA
NOG10301:	7227.FBpp0099679 7165.AGAP011716-PA
NOG10302:	7227.FBpp0071703 7165.AGAP011337-PA
NOG10303:	7227.FBpp0081380 7165.AGAP002407-PA
NOG10304:	7165.AGAP002524-PA 7227.FBpp0076383
NOG10305:	7227.FBpp0306210 7165.AGAP012392-PA
NOG10306:	7165.AGAP009644-PA 7227.FBpp0304829
NOG10307:	7165.AGAP010698-PA 7227.FBpp0087731
NOG10308:	7165.AGAP008619-PA 7227.FBpp0074372
NOG10309:	7227.FBpp0080488 7165.AGAP008122-PA
NOG10310:	7165.AGAP003512-PA 7227.FBpp0112103
NOG10311:	7227.FBpp0082708 7165.AGAP003037-PA
NOG10312:	7227.FBpp0082363 7227.FBpp0082362 7227.FBpp0082359 7165.AGAP013020-PA 7165.AGAP001707-PA
NOG10313:	7227.FBpp0072171 7165.AGAP011942-PA
NOG10314:	7165.AGAP006591-PA 7227.FBpp0076798
NOG10315:	7227.FBpp0080116 7165.AGAP010052-PA
NOG10316:	7227.FBpp0074326 7165.AGAP000237-PA
NOG10317:	7165.AGAP002465-PA 7227.FBpp0304479
NOG10318:	7227.FBpp0099893 7165.AGAP004079-PA
NOG10319:	7227.FBpp0084348 7165.AGAP001166-PA
NOG10320:	7165.AGAP003883-PA 7227.FBpp0290838
NOG10321:	7165.AGAP001594-PA 7227.FBpp0100038 7165.AGAP004589-PA
NOG10322:	7227.FBpp0112385 7165.AGAP000025-PA
NOG10323:	7165.AGAP006744-PA 7165.AGAP006745-PA 7227.FBpp0089001
NOG10324:	7165.AGAP008853-PA 7227.FBpp0080721
NOG10325:	7165.AGAP012231-PA 7227.FBpp0085624
NOG10326:	7227.FBpp0073606 7165.AGAP000781-PA
NOG10327:	7227.FBpp0088856 7165.AGAP002892-PA
NOG10328:	7227.FBpp0075089 7165.AGAP006128-PA
NOG10329:	7227.FBpp0070143 7165.AGAP005046-PB
NOG10330:	7165.AGAP008303-PA 7227.FBpp0078996
NOG10331:	7227.FBpp0084059 7165.AGAP010072-PA
NOG10332:	7165.AGAP006882-PA 7227.FBpp0084076
NOG10333:	7165.AGAP007186-PA 7227.FBpp0291822
NOG10334:	7165.AGAP003461-PA 7227.FBpp0073853
NOG10335:	7165.AGAP002893-PA 7227.FBpp0080143
NOG10336:	7227.FBpp0078304 7165.AGAP003309-PB 7165.AGAP001409-PA 7227.FBpp0078305
NOG10337:	7165.AGAP000298-PA 7227.FBpp0074092
NOG10338:	7165.AGAP028142-PA 7165.AGAP009384-PA 7227.FBpp0091002
NOG10339:	7227.FBpp0301842 7165.AGAP007418-PA
