##! [ RR header version 0.1a ]
##! created: 24/09/2014 14:18:55
##! location: /mnt/mnemo2/damian/PaxDB/groups/paxdb_website_groups_consistent/1117.cyanobacteria.orthgroups.consistent.txt
##! interpreter: python
##! script: /mnt/mnemo2/damian/PaxDB/sources/consistent/decompress.py
##! args: 
##! machine: imlslnx-atlas
##! rundir: /mnt/mnemo2/damian/PaxDB/sources/consistent
##! script timestamp: 24/09/2014 13:58:51
##! script MD5: 3f108046336d187b95c2e42c296efb1d
##! input file: /mnt/mnemo2/damian/PaxDB/groups/og_ogid_mapping_og3/1117.paxdb.og_ogid.og3.txt timestamp: 24/09/2014 12:07:46
##! input file: /mnt/mnemo2/damian/PaxDB/groups/paxdb_mapped_consistent/1117.paxdb.orthgroups.og3.txt timestamp: 24/09/2014 13:16:54
##! input file: /mnt/mnemo2/damian/eggNOGv4/eggNOGv4_computations/eggnog4/NOG_COG/protein.shorthands.txt timestamp: 21/11/2013 17:24:45
##!
NOG04000:	449447.MAE_31170 1148.SYNGTS_0814
NOG05306:	449447.MAE_27310 1148.SYNGTS_2521
NOG05307:	1148.SYNGTS_2696 449447.MAE_18690
NOG05308:	1148.SYNGTS_2775 449447.MAE_58360
NOG05309:	1148.SYNGTS_1121 449447.MAE_11220
NOG05310:	449447.MAE_14410 1148.SYNGTS_0730
NOG05311:	449447.MAE_57800 1148.SYNGTS_1729
NOG05312:	449447.MAE_45760 1148.SYNGTS_0051
NOG05313:	449447.MAE_43900 1148.SYNGTS_2170
NOG05314:	1148.SYNGTS_3136 449447.MAE_63120
NOG05315:	1148.SYNGTS_0765 449447.MAE_57330
NOG05316:	1148.SYNGTS_0606 449447.MAE_06390
NOG05317:	1148.SYNGTS_1817 449447.MAE_38440
NOG05318:	449447.MAE_25230 1148.SYNGTS_2795
NOG05319:	449447.MAE_07870 1148.SYNGTS_2834
NOG05320:	449447.MAE_46800 1148.SYNGTS_2228
NOG05321:	449447.MAE_47290 1148.SYNGTS_1533
NOG05322:	1148.SYNGTS_1827 449447.MAE_55300
NOG05323:	449447.MAE_50150 1148.SYNGTS_0160
NOG05324:	449447.MAE_28370 1148.SYNGTS_0982
NOG05325:	449447.MAE_38520 449447.MAE_38510 1148.SYNGTS_0323 449447.MAE_35640
NOG05326:	1148.SYNGTS_1921 449447.MAE_23230
NOG05327:	1148.SYNGTS_0412 449447.MAE_15930
NOG05328:	449447.MAE_59910 1148.SYNGTS_1787
NOG05329:	1148.SYNGTS_2560 449447.MAE_09660
NOG05330:	1148.SYNGTS_0070 449447.MAE_53370
NOG05331:	1148.SYNGTS_1339 449447.MAE_23870
NOG05332:	449447.MAE_40600 1148.SYNGTS_2282
NOG05333:	1148.SYNGTS_2191 449447.MAE_20480
NOG05334:	1148.SYNGTS_0699 449447.MAE_17760
NOG05335:	449447.MAE_46270 1148.SYNGTS_2406
NOG05336:	1148.SYNGTS_0636 449447.MAE_14560
NOG05337:	1148.SYNGTS_2193 449447.MAE_43600
NOG05338:	1148.SYNGTS_1037 449447.MAE_44580
NOG05339:	449447.MAE_01970 1148.SYNGTS_1554
NOG05340:	449447.MAE_52770 1148.SYNGTS_2078
NOG05341:	1148.SYNGTS_0387 449447.MAE_16690
NOG05342:	449447.MAE_22170 1148.SYNGTS_1835
NOG05343:	449447.MAE_50720 1148.SYNGTS_2643
NOG05344:	449447.MAE_59870 1148.SYNGTS_1355
NOG05345:	449447.MAE_37080 1148.SYNGTS_3153
NOG05346:	1148.SYNGTS_0747 449447.MAE_52500
NOG05347:	449447.MAE_39030 1148.SYNGTS_1148
NOG05348:	1148.SYNGTS_0801 449447.MAE_58990
NOG05349:	1148.SYNGTS_2683 449447.MAE_63100
NOG05350:	1148.SYNGTS_0319 1148.SYNGTS_0330 449447.MAE_24500 449447.MAE_15170 449447.MAE_00090 449447.MAE_18230 449447.MAE_18220 449447.MAE_18740 449447.MAE_19770
NOG05351:	449447.MAE_37070 1148.SYNGTS_2924
NOG05352:	449447.MAE_00080 1148.SYNGTS_2885
NOG05353:	1148.SYNGTS_0286 449447.MAE_41040
NOG05354:	449447.MAE_02370 1148.SYNGTS_2459
NOG05355:	1148.SYNGTS_1749 449447.MAE_42790
NOG05356:	1148.SYNGTS_0243 449447.MAE_10050
NOG05357:	1148.SYNGTS_0004 449447.MAE_25410
NOG05358:	449447.MAE_44420 1148.SYNGTS_1876
NOG05359:	1148.SYNGTS_1674 449447.MAE_23360
NOG05360:	449447.MAE_17720 1148.SYNGTS_2052
NOG05361:	1148.SYNGTS_0246 449447.MAE_14280
NOG05362:	1148.SYNGTS_2914 449447.MAE_55920
NOG05363:	1148.SYNGTS_2086 449447.MAE_12970
NOG05364:	449447.MAE_10370 1148.SYNGTS_2486
NOG05365:	1148.SYNGTS_2702 449447.MAE_11260
NOG05366:	1148.SYNGTS_0383 449447.MAE_08550
NOG05367:	1148.SYNGTS_1331 449447.MAE_58190
NOG05368:	449447.MAE_52550 1148.SYNGTS_0752
NOG05369:	1148.SYNGTS_0115 449447.MAE_52440
NOG05370:	1148.SYNGTS_1992 449447.MAE_24390
NOG05371:	449447.MAE_33450 1148.SYNGTS_0451
NOG05372:	1148.SYNGTS_0084 449447.MAE_48980
NOG05373:	1148.SYNGTS_1191 449447.MAE_62030
NOG05374:	1148.SYNGTS_1194 449447.MAE_38110
NOG05375:	1148.SYNGTS_0128 449447.MAE_44920
NOG05376:	1148.SYNGTS_0612 449447.MAE_46310
NOG05377:	1148.SYNGTS_1423 449447.MAE_14640
NOG05378:	1148.SYNGTS_3038 449447.MAE_42090
NOG05379:	449447.MAE_37210 1148.SYNGTS_2878
NOG05380:	1148.SYNGTS_0762 449447.MAE_57300
NOG05381:	449447.MAE_37860 1148.SYNGTS_3142
NOG05382:	449447.MAE_57100 1148.SYNGTS_2109
NOG05383:	449447.MAE_51320 1148.SYNGTS_2146
NOG05384:	1148.SYNGTS_3121 449447.MAE_50640
NOG05385:	1148.SYNGTS_3074 449447.MAE_50370
NOG05386:	449447.MAE_57460 1148.SYNGTS_1962
NOG05387:	449447.MAE_08530 1148.SYNGTS_1341
NOG05388:	449447.MAE_08390 1148.SYNGTS_1719
NOG05389:	1148.SYNGTS_2132 449447.MAE_26790
NOG05390:	449447.MAE_54380 1148.SYNGTS_0482
NOG05391:	449447.MAE_08920 1148.SYNGTS_1656
NOG05392:	449447.MAE_33460 1148.SYNGTS_0450
NOG05393:	1148.SYNGTS_0698 449447.MAE_34940
NOG05394:	1148.SYNGTS_2392 449447.MAE_30240
NOG05395:	1148.SYNGTS_2603 449447.MAE_06070
NOG05396:	449447.MAE_13400 1148.SYNGTS_0255
NOG05397:	449447.MAE_25190 1148.SYNGTS_1887
NOG05398:	449447.MAE_54040 1148.SYNGTS_0858
NOG05399:	449447.MAE_44900 1148.SYNGTS_0126
NOG05400:	449447.MAE_38310 1148.SYNGTS_2794
NOG05401:	1148.SYNGTS_0492 449447.MAE_04510
NOG05402:	449447.MAE_06620 1148.SYNGTS_2970
NOG05403:	449447.MAE_06440 1148.SYNGTS_3014
NOG05404:	449447.MAE_07750 1148.SYNGTS_0462
NOG05405:	449447.MAE_00930 1148.SYNGTS_1513
NOG05406:	449447.MAE_18440 1148.SYNGTS_2648
NOG05407:	1148.SYNGTS_1160 449447.MAE_25780
NOG05408:	449447.MAE_47940 1148.SYNGTS_0200
NOG05409:	1148.SYNGTS_2025 449447.MAE_56740
NOG05410:	449447.MAE_33500 1148.SYNGTS_0278
NOG05411:	449447.MAE_35780 1148.SYNGTS_1603
NOG05412:	1148.SYNGTS_0783 449447.MAE_41820
NOG05413:	1148.SYNGTS_2049 449447.MAE_53830
NOG05414:	1148.SYNGTS_1151 449447.MAE_21730
NOG05415:	449447.MAE_03520 1148.SYNGTS_2350
NOG05416:	449447.MAE_53620 1148.SYNGTS_2577
NOG05417:	1148.SYNGTS_0493 449447.MAE_50080
NOG05418:	1148.SYNGTS_2573 449447.MAE_35150
NOG05419:	1148.SYNGTS_0153 449447.MAE_50830
NOG05420:	449447.MAE_53660 1148.SYNGTS_2383
NOG05421:	1148.SYNGTS_1740 449447.MAE_28460
NOG05422:	1148.SYNGTS_0722 449447.MAE_18860
NOG05423:	1148.SYNGTS_2797 449447.MAE_52150
NOG05424:	1148.SYNGTS_1558 449447.MAE_26050
NOG05425:	1148.SYNGTS_2087 449447.MAE_18530
NOG05426:	449447.MAE_37200 1148.SYNGTS_2506
NOG05427:	449447.MAE_10280 1148.SYNGTS_1020
NOG05428:	1148.SYNGTS_0545 449447.MAE_17460
NOG05429:	449447.MAE_38380 1148.SYNGTS_2512
NOG05430:	1148.SYNGTS_2616 449447.MAE_28010
NOG05431:	449447.MAE_42070 1148.SYNGTS_0302
NOG05432:	449447.MAE_42910 1148.SYNGTS_2676
NOG05433:	1148.SYNGTS_0848 449447.MAE_36590
NOG05434:	1148.SYNGTS_2107 449447.MAE_28520
NOG05435:	1148.SYNGTS_1161 449447.MAE_53980
NOG05436:	1148.SYNGTS_0225 449447.MAE_58210
NOG05437:	1148.SYNGTS_1587 449447.MAE_28680
NOG05438:	1148.SYNGTS_2137 449447.MAE_23250
NOG05439:	449447.MAE_58840 1148.SYNGTS_0313 449447.MAE_58830
NOG05440:	1148.SYNGTS_0393 449447.MAE_41020
NOG05441:	449447.MAE_00160 1148.SYNGTS_1005
NOG05442:	1148.SYNGTS_0923 449447.MAE_26410
NOG05443:	449447.MAE_52680 1148.SYNGTS_1570
NOG05444:	449447.MAE_53970 1148.SYNGTS_0602
NOG05445:	1148.SYNGTS_1173 449447.MAE_46520
NOG05446:	1148.SYNGTS_0541 449447.MAE_14270
NOG05447:	449447.MAE_23240 1148.SYNGTS_2767
NOG05448:	1148.SYNGTS_3006 449447.MAE_13040
NOG05449:	449447.MAE_23340 1148.SYNGTS_2063
NOG05450:	1148.SYNGTS_1833 449447.MAE_02540
NOG05451:	1148.SYNGTS_1200 449447.MAE_62780
NOG05452:	449447.MAE_50390 1148.SYNGTS_2008
NOG05453:	1148.SYNGTS_2451 449447.MAE_28030
NOG05454:	449447.MAE_43870 1148.SYNGTS_0843
NOG05455:	1148.SYNGTS_0643 449447.MAE_52360
NOG05456:	1148.SYNGTS_0495 449447.MAE_30050
NOG05457:	449447.MAE_44620 1148.SYNGTS_0202
NOG05458:	1148.SYNGTS_1443 449447.MAE_24260
NOG05459:	1148.SYNGTS_0974 449447.MAE_42340
NOG05460:	449447.MAE_59900 1148.SYNGTS_0528
NOG05461:	449447.MAE_14760 1148.SYNGTS_0675
NOG05462:	449447.MAE_25210 1148.SYNGTS_0069
NOG05463:	449447.MAE_20850 1148.SYNGTS_1908
NOG05464:	449447.MAE_27950 1148.SYNGTS_0076
NOG05465:	449447.MAE_24360 1148.SYNGTS_0003
NOG05466:	449447.MAE_31150 1148.SYNGTS_2505
NOG05467:	449447.MAE_49020 1148.SYNGTS_2360
NOG05468:	1148.SYNGTS_2601 449447.MAE_17410
NOG05469:	1148.SYNGTS_0162 449447.MAE_50130
NOG05470:	449447.MAE_42520 1148.SYNGTS_2135
NOG05471:	1148.SYNGTS_0795 449447.MAE_17100
NOG05472:	1148.SYNGTS_2120 449447.MAE_09670
NOG05473:	1148.SYNGTS_1665 449447.MAE_49870
NOG05474:	449447.MAE_47280 1148.SYNGTS_1636
NOG05475:	1148.SYNGTS_0409 449447.MAE_45790
NOG05476:	1148.SYNGTS_1671 449447.MAE_41210
NOG05477:	449447.MAE_30820 449447.MAE_30800 1148.SYNGTS_2265
NOG05478:	449447.MAE_47930 1148.SYNGTS_0199
NOG05479:	1148.SYNGTS_1955 449447.MAE_13690
NOG05480:	449447.MAE_01890 1148.SYNGTS_0663
NOG05481:	449447.MAE_00150 1148.SYNGTS_1006
NOG05482:	1148.SYNGTS_0502 449447.MAE_53920
NOG05483:	449447.MAE_52610 1148.SYNGTS_2909
NOG05484:	449447.MAE_11520 449447.MAE_11480 1148.SYNGTS_1567 1148.SYNGTS_1566
NOG05485:	449447.MAE_55910 1148.SYNGTS_0833
NOG05486:	449447.MAE_42080 1148.SYNGTS_0734 449447.MAE_02990 449447.MAE_00360 449447.MAE_00520
NOG05487:	449447.MAE_09730 1148.SYNGTS_1702
NOG05488:	449447.MAE_52560 1148.SYNGTS_0753
NOG05489:	1148.SYNGTS_0508 449447.MAE_33920
NOG05490:	1148.SYNGTS_0127 449447.MAE_44910
NOG05491:	449447.MAE_28980 1148.SYNGTS_0594
NOG05492:	1148.SYNGTS_2641 449447.MAE_44430
NOG05493:	449447.MAE_55390 1148.SYNGTS_0873
NOG05494:	1148.SYNGTS_0140 449447.MAE_51270
NOG05495:	1148.SYNGTS_0813 449447.MAE_23580
NOG05496:	449447.MAE_51290 1148.SYNGTS_2516
NOG05497:	1148.SYNGTS_2570 449447.MAE_04130
NOG05498:	449447.MAE_46700 1148.SYNGTS_1752
NOG05499:	449447.MAE_41890 1148.SYNGTS_1783
NOG05500:	449447.MAE_31740 1148.SYNGTS_3055
NOG05501:	449447.MAE_21510 1148.SYNGTS_0235
NOG05502:	1148.SYNGTS_2419 449447.MAE_60710
NOG05503:	449447.MAE_04690 1148.SYNGTS_1342
NOG05504:	449447.MAE_05570 1148.SYNGTS_1126
NOG05505:	1148.SYNGTS_1673 449447.MAE_41230
NOG05506:	1148.SYNGTS_2572 449447.MAE_35130
NOG05507:	449447.MAE_55690 1148.SYNGTS_2586
NOG05508:	1148.SYNGTS_0072 449447.MAE_11850
NOG05509:	1148.SYNGTS_0117 449447.MAE_14360
NOG05510:	449447.MAE_17070 1148.SYNGTS_2139
NOG05511:	449447.MAE_08400 1148.SYNGTS_0800
NOG05512:	449447.MAE_09470 1148.SYNGTS_2504
NOG05513:	449447.MAE_29450 1148.SYNGTS_2260
NOG05514:	1148.SYNGTS_1745 449447.MAE_42750
NOG05515:	1148.SYNGTS_1965 449447.MAE_36020
NOG05516:	1148.SYNGTS_2969 449447.MAE_44520
NOG05517:	449447.MAE_12980 1148.SYNGTS_1742
NOG05518:	1148.SYNGTS_0303 449447.MAE_38030
NOG05519:	1148.SYNGTS_0770 449447.MAE_57380
NOG05520:	449447.MAE_46440 1148.SYNGTS_1545
NOG05521:	449447.MAE_59180 1148.SYNGTS_3133
NOG05522:	1148.SYNGTS_0710 449447.MAE_19880
NOG05523:	1148.SYNGTS_0428 449447.MAE_58860
NOG05524:	449447.MAE_40910 1148.SYNGTS_1676
NOG05525:	1148.SYNGTS_0839 449447.MAE_14880
NOG05526:	449447.MAE_61650 1148.SYNGTS_0852
NOG05527:	1148.SYNGTS_0834 449447.MAE_36870
NOG05528:	1148.SYNGTS_0170 449447.MAE_52040
NOG05529:	449447.MAE_17490 1148.SYNGTS_0002
NOG05530:	449447.MAE_43970 1148.SYNGTS_2535
NOG05531:	1148.SYNGTS_2617 449447.MAE_28020
NOG05532:	449447.MAE_23560 449447.MAE_20450 1148.SYNGTS_2071 1148.SYNGTS_2239 1148.SYNGTS_1508
NOG05533:	449447.MAE_00880 1148.SYNGTS_2195
NOG05534:	449447.MAE_00120 449447.MAE_19910 1148.SYNGTS_1393
NOG05535:	449447.MAE_31570 1148.SYNGTS_1889
NOG05536:	449447.MAE_00280 1148.SYNGTS_2067
NOG05537:	1148.SYNGTS_2412 449447.MAE_15900
NOG05538:	1148.SYNGTS_1659 449447.MAE_13240
NOG05539:	1148.SYNGTS_0101 449447.MAE_20040
NOG05540:	449447.MAE_18930 1148.SYNGTS_0432
NOG05541:	1148.SYNGTS_1785 449447.MAE_08010
NOG05542:	1148.SYNGTS_2552 449447.MAE_06930
NOG05543:	449447.MAE_13730 1148.SYNGTS_1535
NOG05544:	1148.SYNGTS_0445 449447.MAE_36250
NOG05545:	1148.SYNGTS_2322 449447.MAE_54370
NOG05546:	1148.SYNGTS_2102 449447.MAE_28220
NOG05547:	1148.SYNGTS_3087 449447.MAE_57910 449447.MAE_57000 449447.MAE_36330 449447.MAE_57020 449447.MAE_57030 449447.MAE_57040 449447.MAE_57050 449447.MAE_00370
NOG05548:	449447.MAE_00260 1148.SYNGTS_0823
NOG05549:	1148.SYNGTS_2701 449447.MAE_38860
NOG05550:	1148.SYNGTS_2227 449447.MAE_47870
NOG05551:	449447.MAE_05560 1148.SYNGTS_1127
NOG05552:	449447.MAE_27590 1148.SYNGTS_2171
NOG05553:	1148.SYNGTS_0836 449447.MAE_46070
NOG05554:	449447.MAE_40340 1148.SYNGTS_2233
NOG05555:	1148.SYNGTS_1871 449447.MAE_08850
NOG05556:	1148.SYNGTS_2818 449447.MAE_55870
NOG05557:	1148.SYNGTS_0760 449447.MAE_57280
NOG05558:	449447.MAE_33030 1148.SYNGTS_0517
NOG05559:	449447.MAE_14400 1148.SYNGTS_0729
NOG05560:	449447.MAE_45690 1148.SYNGTS_1738
NOG05561:	449447.MAE_42440 1148.SYNGTS_2147
NOG05562:	449447.MAE_23140 1148.SYNGTS_0363
NOG05563:	1148.SYNGTS_1944 449447.MAE_09790
NOG05564:	449447.MAE_59230 1148.SYNGTS_2073
NOG05565:	1148.SYNGTS_0824 449447.MAE_30570
NOG05566:	1148.SYNGTS_2274 449447.MAE_06830
NOG05567:	449447.MAE_44570 1148.SYNGTS_0506
NOG05568:	449447.MAE_17650 1148.SYNGTS_1140
NOG05569:	1148.SYNGTS_2130 449447.MAE_26810
NOG05570:	449447.MAE_42190 1148.SYNGTS_2434
NOG05571:	1148.SYNGTS_1911 449447.MAE_38720 1148.SYNGTS_0011 449447.MAE_19080
NOG05572:	449447.MAE_19780 1148.SYNGTS_2380
NOG05573:	449447.MAE_41180 1148.SYNGTS_0696
NOG05574:	1148.SYNGTS_0322 449447.MAE_42100
NOG05575:	1148.SYNGTS_1213 449447.MAE_59150
NOG05576:	449447.MAE_57320 1148.SYNGTS_0764
NOG05577:	1148.SYNGTS_0884 449447.MAE_41130
NOG05578:	449447.MAE_51560 449447.MAE_13550 1148.SYNGTS_2978
NOG05579:	449447.MAE_44610 1148.SYNGTS_1351
NOG05580:	449447.MAE_57390 1148.SYNGTS_0771
NOG05581:	449447.MAE_02180 1148.SYNGTS_2963
NOG05582:	449447.MAE_25370 1148.SYNGTS_0564
NOG05583:	449447.MAE_31860 1148.SYNGTS_1436
NOG05584:	1148.SYNGTS_0853 449447.MAE_01130
NOG05585:	1148.SYNGTS_0242 449447.MAE_10060
NOG05586:	449447.MAE_58310 1148.SYNGTS_1188
NOG05587:	1148.SYNGTS_2299 449447.MAE_04930
NOG05588:	449447.MAE_36530 449447.MAE_42660 1148.SYNGTS_2232
NOG05589:	1148.SYNGTS_2792 449447.MAE_11120
NOG05590:	449447.MAE_06230 1148.SYNGTS_2891
NOG05591:	1148.SYNGTS_0184 449447.MAE_48970
NOG05592:	1148.SYNGTS_1983 449447.MAE_24870 449447.MAE_17380
NOG05593:	449447.MAE_40520 1148.SYNGTS_1750
NOG05594:	449447.MAE_22540 1148.SYNGTS_1169 1148.SYNGTS_1168 449447.MAE_22530 1148.SYNGTS_1167 449447.MAE_22520 1148.SYNGTS_1170
NOG05595:	449447.MAE_57260 1148.SYNGTS_0758
NOG05596:	1148.SYNGTS_2173 449447.MAE_09760
NOG05597:	1148.SYNGTS_1836 449447.MAE_13510 449447.MAE_13770
NOG05598:	449447.MAE_02680 1148.SYNGTS_2679
NOG05599:	1148.SYNGTS_0567 449447.MAE_63110
NOG05600:	449447.MAE_60400 1148.SYNGTS_2487
NOG05601:	449447.MAE_31440 1148.SYNGTS_1343
NOG05602:	1148.SYNGTS_0218 449447.MAE_10230
NOG05603:	1148.SYNGTS_0405 1148.SYNGTS_2136 449447.MAE_41080
NOG05604:	449447.MAE_07290 1148.SYNGTS_1699
NOG05605:	449447.MAE_02470 1148.SYNGTS_2206
NOG05606:	449447.MAE_25700 1148.SYNGTS_2035
NOG05607:	449447.MAE_41110 1148.SYNGTS_0927
NOG05608:	1148.SYNGTS_0420 449447.MAE_45710
NOG05609:	449447.MAE_05550 1148.SYNGTS_2663
NOG05610:	449447.MAE_45230 1148.SYNGTS_1912
NOG05611:	1148.SYNGTS_0872 449447.MAE_55400
NOG05612:	449447.MAE_02790 1148.SYNGTS_2661
NOG05613:	449447.MAE_04440 1148.SYNGTS_1663
NOG05614:	449447.MAE_37880 1148.SYNGTS_1924
NOG05615:	1148.SYNGTS_1189 449447.MAE_10780
NOG05616:	449447.MAE_52160 1148.SYNGTS_2796
NOG05617:	449447.MAE_48940 1148.SYNGTS_1626
NOG05618:	449447.MAE_55880 1148.SYNGTS_0316
NOG05619:	449447.MAE_62100 1148.SYNGTS_1445
NOG05620:	1148.SYNGTS_0057 449447.MAE_33990
NOG05621:	1148.SYNGTS_1802 449447.MAE_45310
NOG05622:	1148.SYNGTS_2393 449447.MAE_56350
NOG05623:	449447.MAE_56920 1148.SYNGTS_2288
NOG05624:	1148.SYNGTS_1165 449447.MAE_25990
NOG05625:	1148.SYNGTS_2919 449447.MAE_56420
NOG05626:	449447.MAE_48070 1148.SYNGTS_0820
NOG05627:	449447.MAE_17430 1148.SYNGTS_0947
NOG05628:	1148.SYNGTS_0804 449447.MAE_01680
NOG05629:	1148.SYNGTS_0515 449447.MAE_33070
NOG05630:	1148.SYNGTS_2248 449447.MAE_36880
NOG05631:	1148.SYNGTS_2666 449447.MAE_19300
NOG05632:	449447.MAE_07310 1148.SYNGTS_1598
NOG05633:	1148.SYNGTS_0329 449447.MAE_20540 1148.SYNGTS_1489
NOG05634:	1148.SYNGTS_0949 449447.MAE_25450
NOG05635:	1148.SYNGTS_0306 449447.MAE_06280
NOG05636:	449447.MAE_11880 1148.SYNGTS_2391
NOG05637:	1148.SYNGTS_1274 449447.MAE_45220
NOG05638:	1148.SYNGTS_1376 449447.MAE_00020
NOG05639:	449447.MAE_23490 1148.SYNGTS_1888
NOG05640:	449447.MAE_14430 1148.SYNGTS_2837
NOG05641:	1148.SYNGTS_0812 449447.MAE_28090
NOG05642:	1148.SYNGTS_1918 449447.MAE_13570
NOG05643:	1148.SYNGTS_0331 449447.MAE_24330
NOG05644:	449447.MAE_47980 1148.SYNGTS_1949
NOG05645:	1148.SYNGTS_2042 449447.MAE_32340
NOG05646:	1148.SYNGTS_0180 449447.MAE_16180
NOG05647:	449447.MAE_07180 1148.SYNGTS_0597
NOG05648:	449447.MAE_01050 1148.SYNGTS_2803
NOG05649:	1148.SYNGTS_2314 449447.MAE_39660
NOG05650:	449447.MAE_50140 1148.SYNGTS_0161
NOG05651:	1148.SYNGTS_1781 449447.MAE_54840
NOG05652:	449447.MAE_19600 1148.SYNGTS_0743
NOG05653:	1148.SYNGTS_0297 449447.MAE_55190
NOG05654:	449447.MAE_33720 1148.SYNGTS_1187
NOG05655:	1148.SYNGTS_2103 449447.MAE_47600
NOG05656:	1148.SYNGTS_2429 449447.MAE_32640
NOG05657:	449447.MAE_04660 449447.MAE_04670 1148.SYNGTS_1327
NOG05658:	1148.SYNGTS_1561 449447.MAE_17050
NOG05659:	1148.SYNGTS_1026 449447.MAE_32670
NOG05660:	449447.MAE_02140 1148.SYNGTS_3139
NOG05661:	449447.MAE_55680 1148.SYNGTS_2587
NOG05662:	1148.SYNGTS_0098 449447.MAE_04700
NOG05663:	1148.SYNGTS_1793 449447.MAE_15010
NOG05664:	449447.MAE_27280 1148.SYNGTS_2089
NOG05665:	1148.SYNGTS_1155 449447.MAE_06820
NOG05666:	449447.MAE_38700 1148.SYNGTS_2055
NOG05667:	449447.MAE_57170 1148.SYNGTS_0298
NOG05668:	1148.SYNGTS_2511 449447.MAE_00940
NOG05669:	449447.MAE_56090 1148.SYNGTS_2148
NOG05670:	449447.MAE_43580 1148.SYNGTS_0478
NOG05671:	1148.SYNGTS_1786 449447.MAE_08020
NOG05672:	449447.MAE_30230 1148.SYNGTS_0530
NOG05673:	1148.SYNGTS_1060 1148.SYNGTS_0379 449447.MAE_58460 1148.SYNGTS_0539 449447.MAE_03470 449447.MAE_50220
NOG05674:	1148.SYNGTS_0779 449447.MAE_35760
NOG05675:	449447.MAE_27090 1148.SYNGTS_3158
NOG05676:	1148.SYNGTS_0091 449447.MAE_31820
NOG05677:	1148.SYNGTS_2157 449447.MAE_43340
NOG05678:	449447.MAE_22990 1148.SYNGTS_0463
NOG05679:	449447.MAE_13320 1148.SYNGTS_1052
NOG05680:	1148.SYNGTS_0114 449447.MAE_53690
NOG05681:	449447.MAE_23910 1148.SYNGTS_0503
NOG05682:	1148.SYNGTS_1894 449447.MAE_48150
NOG05683:	1148.SYNGTS_0175 449447.MAE_05430
NOG05684:	1148.SYNGTS_2366 449447.MAE_14320
NOG05685:	1148.SYNGTS_0750 449447.MAE_52530
NOG05686:	1148.SYNGTS_0040 449447.MAE_54390
NOG05687:	1148.SYNGTS_0646 449447.MAE_57150
NOG05688:	449447.MAE_42030 1148.SYNGTS_3025
NOG05689:	449447.MAE_02510 1148.SYNGTS_2449
NOG05690:	449447.MAE_03540 1148.SYNGTS_0254
NOG05691:	449447.MAE_09720 1148.SYNGTS_1701
NOG05692:	449447.MAE_54580 1148.SYNGTS_2072
NOG05693:	449447.MAE_61930 1148.SYNGTS_3130
NOG05694:	449447.MAE_15210 1148.SYNGTS_0081
NOG05695:	449447.MAE_52340 1148.SYNGTS_0385
NOG05696:	1148.SYNGTS_0773 449447.MAE_57410
NOG05697:	1148.SYNGTS_2281 1148.SYNGTS_2280 449447.MAE_40590
NOG05698:	449447.MAE_00950 1148.SYNGTS_0082
NOG05699:	449447.MAE_52450 1148.SYNGTS_1855
NOG05700:	1148.SYNGTS_1103 449447.MAE_07040
NOG05701:	1148.SYNGTS_1203 449447.MAE_25430
NOG05702:	1148.SYNGTS_1847 449447.MAE_28410
NOG05703:	449447.MAE_17230 1148.SYNGTS_0607
NOG05704:	1148.SYNGTS_2886 449447.MAE_39060
NOG05705:	1148.SYNGTS_2279 449447.MAE_62150
NOG05706:	1148.SYNGTS_2381 449447.MAE_53380
NOG05707:	1148.SYNGTS_2612 449447.MAE_42960
NOG05708:	1148.SYNGTS_1550 449447.MAE_13020
NOG05709:	1148.SYNGTS_3140 449447.MAE_18780
NOG05710:	449447.MAE_02890 1148.SYNGTS_0969
NOG05711:	449447.MAE_02530 1148.SYNGTS_0378
NOG05712:	449447.MAE_19140 1148.SYNGTS_2070
NOG05713:	449447.MAE_36490 1148.SYNGTS_0271
NOG05714:	1148.SYNGTS_2411 449447.MAE_08500
NOG05715:	1148.SYNGTS_2488 449447.MAE_04640
NOG05716:	1148.SYNGTS_2263 449447.MAE_56270
NOG05717:	1148.SYNGTS_1858 449447.MAE_06270
NOG05718:	449447.MAE_18210 1148.SYNGTS_0486
NOG05719:	1148.SYNGTS_0038 449447.MAE_42130
NOG05720:	1148.SYNGTS_1202 449447.MAE_06610
NOG05721:	449447.MAE_14500 1148.SYNGTS_0908
NOG05722:	449447.MAE_47900 1148.SYNGTS_0196
NOG05723:	1148.SYNGTS_0680 449447.MAE_23740
NOG05724:	449447.MAE_51990 1148.SYNGTS_1178
NOG05725:	1148.SYNGTS_1068 449447.MAE_40040
NOG05726:	449447.MAE_46550 1148.SYNGTS_1175
NOG05727:	1148.SYNGTS_2304 449447.MAE_40200
NOG05728:	449447.MAE_05420 1148.SYNGTS_1943
NOG05729:	449447.MAE_57550 1148.SYNGTS_2636
NOG05730:	449447.MAE_31400 1148.SYNGTS_2065
NOG05731:	1148.SYNGTS_2142 449447.MAE_20210
NOG05732:	449447.MAE_36060 1148.SYNGTS_0129
NOG05733:	1148.SYNGTS_0673 449447.MAE_15650
NOG05734:	1148.SYNGTS_0958 449447.MAE_07280
NOG05735:	449447.MAE_28540 449447.MAE_58550 449447.MAE_28560 1148.SYNGTS_1537 449447.MAE_58580 449447.MAE_01070 449447.MAE_20130
NOG05736:	1148.SYNGTS_1450 449447.MAE_44990
