##! [ RR header version 0.1a ]
##! created: 24/09/2014 14:18:52
##! location: /mnt/mnemo2/damian/PaxDB/groups/paxdb_website_groups_consistent/418101.plasmodia.orthgroups.consistent.txt
##! interpreter: python
##! script: /mnt/mnemo2/damian/PaxDB/sources/consistent/decompress.py
##! args: 
##! machine: imlslnx-atlas
##! rundir: /mnt/mnemo2/damian/PaxDB/sources/consistent
##! script timestamp: 24/09/2014 13:58:51
##! script MD5: 3f108046336d187b95c2e42c296efb1d
##! input file: /mnt/mnemo2/damian/PaxDB/groups/og_ogid_mapping_og3/418101.paxdb.og_ogid.og3.txt timestamp: 24/09/2014 12:07:54
##! input file: /mnt/mnemo2/damian/PaxDB/groups/paxdb_mapped_consistent/418101.paxdb.orthgroups.og3.txt timestamp: 24/09/2014 13:16:52
##! input file: /mnt/mnemo2/damian/eggNOGv4/eggNOGv4_computations/eggnog4/NOG_COG/protein.shorthands.txt timestamp: 21/11/2013 17:24:45
##!
NOG04000:	352914.XP_725878.1 5821.PBANKA_122380
NOG07194:	352914.XP_725003.1 5821.PBANKA_092910
NOG07195:	5821.PBANKA_010110 352914.XP_729690.1
NOG07196:	5821.PBANKA_100810 352914.XP_730178.1
NOG07197:	5821.PBANKA_061330 352914.XP_725766.1
NOG07198:	352914.XP_730386.1 5821.PBANKA_030850
NOG07199:	352914.XP_730550.1 5821.PBANKA_050220
NOG07200:	5821.PBANKA_123200 352914.XP_724629.1
NOG07201:	352914.XP_727312.1 5821.PBANKA_102430
NOG07202:	5821.PBANKA_060040 352914.XP_729887.1
NOG07203:	5821.PBANKA_134990 352914.XP_729285.1
NOG07204:	352914.XP_725354.1 5821.PBANKA_135090
NOG07205:	5821.PBANKA_072070 352914.XP_727539.1
NOG07206:	352914.XP_725254.1 5821.PBANKA_110460
NOG07207:	352914.XP_730843.1 5821.PBANKA_123570
NOG07208:	5821.PBANKA_135830 352914.XP_725502.1
NOG07209:	352914.XP_730445.1 5821.PBANKA_123790
NOG07210:	5821.PBANKA_102570 352914.XP_729328.1
NOG07211:	5821.PBANKA_122840 352914.XP_731469.1
NOG07212:	5821.PBANKA_136380 352914.XP_728898.1
NOG07213:	5821.PBANKA_130770 352914.XP_729744.1
NOG07214:	352914.XP_726258.1 5821.PBANKA_091200
NOG07215:	352914.XP_726433.1 5821.PBANKA_110590
NOG07216:	352914.XP_725604.1 5821.PBANKA_082810
NOG07217:	5821.PBANKA_090190 352914.XP_730290.1
NOG07218:	5821.PBANKA_030960 352914.XP_730948.1
NOG07219:	352914.XP_728262.1 5821.PBANKA_051960
NOG07220:	352914.XP_726900.1 5821.PBANKA_093240
NOG07221:	352914.XP_726066.1 5821.PBANKA_071400
NOG07222:	5821.PBANKA_081890 352914.XP_725393.1
NOG07223:	352914.XP_727119.1 5821.PBANKA_142380
NOG07224:	352914.XP_730340.1 5821.PBANKA_061700
NOG07225:	5821.PBANKA_144230 352914.XP_725162.1
NOG07226:	5821.PBANKA_103810 352914.XP_725889.1
NOG07227:	352914.XP_728647.1 5821.PBANKA_113770
NOG07228:	352914.XP_725689.1 5821.PBANKA_144580
NOG07229:	5821.PBANKA_140700 352914.XP_725281.1
NOG07230:	352914.XP_725580.1 5821.PBANKA_140310
NOG07231:	5821.PBANKA_135160 352914.XP_730636.1
NOG07232:	5821.PBANKA_061000 352914.XP_728949.1
NOG07233:	352914.XP_723823.1 5821.PBANKA_122580
NOG07234:	5821.PBANKA_143400 352914.XP_727185.1
NOG07235:	5821.PBANKA_091650 352914.XP_727308.1
NOG07236:	5821.PBANKA_080320 352914.XP_731229.1
NOG07237:	5821.PBANKA_141530 352914.XP_731411.1
NOG07238:	5821.PBANKA_090120 352914.XP_726543.1
NOG07239:	352914.XP_725675.1 5821.PBANKA_080230
NOG07240:	5821.PBANKA_114360 352914.XP_731046.1
NOG07241:	352914.XP_730022.1 5821.PBANKA_093190
NOG07242:	5821.PBANKA_051190 352914.XP_726417.1
NOG07243:	352914.XP_725555.1 5821.PBANKA_121280
NOG07244:	352914.XP_724090.1 5821.PBANKA_142540
NOG07245:	352914.XP_729024.1 5821.PBANKA_124530
NOG07246:	5821.PBANKA_080700 352914.XP_731168.1
NOG07247:	352914.XP_727709.1 5821.PBANKA_123550
NOG07248:	352914.XP_725098.1 5821.PBANKA_051500
NOG07249:	5821.PBANKA_071840 352914.XP_730805.1
NOG07250:	352914.XP_725486.1 5821.PBANKA_141120
NOG07251:	5821.PBANKA_131360 352914.XP_728181.1
NOG07252:	352914.XP_730653.1 5821.PBANKA_130140
NOG07253:	352914.XP_724171.1 5821.PBANKA_020340
NOG07254:	5821.PBANKA_135140 352914.XP_729971.1
NOG07255:	5821.PBANKA_121400 352914.XP_724940.1
NOG07256:	352914.XP_729138.1 5821.PBANKA_122270
NOG07257:	352914.XP_726247.1 5821.PBANKA_131940
NOG07258:	352914.XP_730271.1 5821.PBANKA_082440
NOG07259:	5821.PBANKA_133160 352914.XP_729914.1
NOG07260:	5821.PBANKA_093060 352914.XP_726916.1
NOG07261:	352914.XP_728531.1 5821.PBANKA_146450
NOG07262:	5821.PBANKA_130450 352914.XP_730484.1
NOG07263:	5821.PBANKA_102060 352914.XP_729653.1
NOG07264:	352914.XP_724860.1 5821.PBANKA_082330
NOG07265:	352914.XP_726281.1 5821.PBANKA_094040
NOG07266:	5821.PBANKA_143990 352914.XP_727303.1
NOG07267:	5821.PBANKA_131200 352914.XP_731138.1
NOG07268:	5821.PBANKA_144740 352914.XP_725035.1
NOG07269:	5821.PBANKA_090640 352914.XP_726239.1
NOG07270:	5821.PBANKA_080330 352914.XP_730357.1
NOG07271:	5821.PBANKA_083020 352914.XP_725731.1
NOG07272:	5821.PBANKA_111530 352914.XP_730242.1
NOG07273:	5821.PBANKA_070630 352914.XP_729937.1
NOG07274:	5821.PBANKA_041120 352914.XP_723850.1
NOG07275:	5821.PBANKA_083100 352914.XP_726257.1
NOG07276:	5821.PBANKA_144080 352914.XP_729709.1
NOG07277:	5821.PBANKA_010630 352914.XP_725223.1
NOG07278:	352914.XP_724951.1 5821.PBANKA_111280
NOG07279:	5821.PBANKA_110350 352914.XP_731437.1
NOG07280:	5821.PBANKA_091250 352914.XP_728952.1
NOG07281:	5821.PBANKA_092720 352914.XP_723747.1
NOG07282:	352914.XP_726493.1 5821.PBANKA_093350
NOG07283:	5821.PBANKA_081770 352914.XP_727727.1
NOG07284:	5821.PBANKA_082020 352914.XP_725779.1
NOG07285:	5821.PBANKA_132960 352914.XP_727283.1
NOG07286:	5821.PBANKA_081000 352914.XP_725048.1
NOG07287:	352914.XP_729267.1 5821.PBANKA_145490
NOG07288:	352914.XP_728072.1 5821.PBANKA_080580
NOG07289:	352914.XP_729307.1 5821.PBANKA_030150
NOG07290:	5821.PBANKA_142600 352914.XP_725010.1
NOG07291:	5821.PBANKA_061160 352914.XP_723625.1
NOG07292:	5821.PBANKA_113490 352914.XP_728908.1
NOG07293:	5821.PBANKA_120640 352914.XP_726779.1
NOG07294:	352914.XP_725765.1 5821.PBANKA_040050 5821.PBANKA_146590 352914.XP_729768.1
NOG07295:	5821.PBANKA_081540 352914.XP_730268.1
NOG07296:	5821.PBANKA_134410 352914.XP_728361.1
NOG07297:	352914.XP_726134.1 5821.PBANKA_120100
NOG07298:	5821.PBANKA_082980 352914.XP_724430.1
NOG07299:	5821.PBANKA_061630 352914.XP_726389.1
NOG07300:	352914.XP_724976.1 5821.PBANKA_070090
NOG07301:	5821.PBANKA_141640 352914.XP_729726.1
NOG07302:	352914.XP_730372.1 5821.PBANKA_082230
NOG07303:	5821.PBANKA_071850 352914.XP_730806.1
NOG07304:	352914.XP_725840.1 5821.PBANKA_094160
NOG07305:	5821.PBANKA_072160 352914.XP_726483.1
NOG07306:	352914.XP_725908.1 5821.PBANKA_102530
NOG07307:	5821.PBANKA_144010 352914.XP_726306.1
NOG07308:	5821.PBANKA_113050 352914.XP_730224.1
NOG07309:	5821.PBANKA_144610 352914.XP_723914.1
NOG07310:	352914.XP_723688.1 5821.PBANKA_144110
NOG07311:	5821.PBANKA_051060 352914.XP_728399.1
NOG07312:	352914.XP_726324.1 5821.PBANKA_124370
NOG07313:	5821.PBANKA_110770 352914.XP_730659.1
NOG07314:	5821.PBANKA_070340 352914.XP_726794.1
NOG07315:	352914.XP_729218.1 5821.PBANKA_092470
NOG07316:	5821.PBANKA_051460 352914.XP_725102.1
NOG07317:	5821.PBANKA_083000 352914.XP_726274.1
NOG07318:	352914.XP_728627.1 5821.PBANKA_011210
NOG07319:	352914.XP_730199.1 5821.PBANKA_112430
NOG07320:	5821.PBANKA_080190 352914.XP_729788.1
NOG07321:	5821.PBANKA_133930 352914.XP_729429.1
NOG07322:	352914.XP_724082.1 5821.PBANKA_124080
NOG07323:	5821.PBANKA_133490 352914.XP_728157.1
NOG07324:	352914.XP_727261.1 5821.PBANKA_142830
NOG07325:	352914.XP_730495.1 5821.PBANKA_140520
NOG07326:	352914.XP_725294.1 5821.PBANKA_083360
NOG07327:	5821.PBANKA_041700 352914.XP_725173.1
NOG07328:	5821.PBANKA_020290 352914.XP_727163.1
NOG07329:	5821.PBANKA_134360 352914.XP_729331.1
NOG07330:	352914.XP_730383.1 5821.PBANKA_070770
NOG07331:	352914.XP_723641.1 5821.PBANKA_071060
NOG07332:	5821.PBANKA_124580 352914.XP_730923.1
NOG07333:	352914.XP_727874.1 5821.PBANKA_120170
NOG07334:	352914.XP_723680.1 5821.PBANKA_121020
NOG07335:	5821.PBANKA_112550 352914.XP_728455.1
NOG07336:	5821.PBANKA_112910 352914.XP_725800.1
NOG07337:	5821.PBANKA_070850 352914.XP_724506.1
NOG07338:	5821.PBANKA_122770 352914.XP_724551.1
NOG07339:	5821.PBANKA_114160 352914.XP_731339.1
NOG07340:	352914.XP_725818.1 5821.PBANKA_146320
NOG07341:	5821.PBANKA_041660 352914.XP_725495.1
NOG07342:	352914.XP_726342.1 5821.PBANKA_092110
NOG07343:	352914.XP_725602.1 5821.PBANKA_082420
NOG07344:	5821.PBANKA_131380 352914.XP_726974.1
NOG07345:	5821.PBANKA_143800 352914.XP_731457.1
NOG07346:	352914.XP_723645.1 5821.PBANKA_030550
NOG07347:	5821.PBANKA_120720 352914.XP_729341.1
NOG07348:	352914.XP_728489.1 5821.PBANKA_052460
NOG07349:	5821.PBANKA_101680 352914.XP_727962.1
NOG07350:	5821.PBANKA_140320 352914.XP_730085.1
NOG07351:	352914.XP_728209.1 5821.PBANKA_103760
NOG07352:	352914.XP_729049.1 5821.PBANKA_134180
NOG07353:	5821.PBANKA_061570 352914.XP_730690.1
NOG07354:	5821.PBANKA_031130 352914.XP_731301.1
NOG07355:	352914.XP_731169.1 5821.PBANKA_080710
NOG07356:	352914.XP_725480.1 5821.PBANKA_020460
NOG07357:	5821.PBANKA_050150 352914.XP_729842.1
NOG07358:	352914.XP_731318.1 5821.PBANKA_081240
NOG07359:	5821.PBANKA_121090 352914.XP_723630.1
NOG07360:	5821.PBANKA_124510 352914.XP_727908.1
NOG07361:	352914.XP_729346.1 5821.PBANKA_113450
NOG07362:	5821.PBANKA_041410 352914.XP_723750.1
NOG07363:	5821.PBANKA_132220 352914.XP_726569.1
NOG07364:	5821.PBANKA_061210 352914.XP_725268.1
NOG07365:	5821.PBANKA_091840 352914.XP_725593.1
NOG07366:	352914.XP_731084.1 5821.PBANKA_010950
NOG07367:	352914.XP_727310.1 5821.PBANKA_040570
NOG07368:	352914.XP_730825.1 5821.PBANKA_114550
NOG07369:	5821.PBANKA_145230 352914.XP_723760.1
NOG07370:	5821.PBANKA_111690 352914.XP_725478.1
NOG07371:	5821.PBANKA_020660 352914.XP_724863.1
NOG07372:	352914.XP_725122.1 5821.PBANKA_030570
NOG07373:	352914.XP_724906.1 5821.PBANKA_141380
NOG07374:	5821.PBANKA_094290 352914.XP_730258.1
NOG07375:	5821.PBANKA_145700 352914.XP_728936.1
NOG07376:	5821.PBANKA_092180 352914.XP_725316.1
NOG07377:	352914.XP_723704.1 5821.PBANKA_121490
NOG07378:	5821.PBANKA_112360 352914.XP_727016.1
NOG07379:	352914.XP_725875.1 5821.PBANKA_120220
NOG07380:	5821.PBANKA_121590 352914.XP_725942.1
NOG07381:	352914.XP_729459.1 5821.PBANKA_121860
NOG07382:	352914.XP_727640.1 5821.PBANKA_094330
NOG07383:	352914.XP_729013.1 5821.PBANKA_120390
NOG07384:	5821.PBANKA_090660 352914.XP_725970.1
NOG07385:	352914.XP_727205.1 5821.PBANKA_145880
NOG07386:	5821.PBANKA_110140 352914.XP_724141.1
NOG07387:	352914.XP_725125.1 5821.PBANKA_140670
NOG07388:	352914.XP_729408.1 5821.PBANKA_131530
NOG07389:	352914.XP_727785.1 5821.PBANKA_082620
NOG07390:	352914.XP_730209.1 5821.PBANKA_141080
NOG07391:	352914.XP_725646.1 5821.PBANKA_093020
NOG07392:	5821.PBANKA_081070 352914.XP_731097.1
NOG07393:	352914.XP_725746.1 5821.PBANKA_100910
NOG07394:	352914.XP_726600.1 5821.PBANKA_142550
NOG07395:	352914.XP_724663.1 5821.PBANKA_020250
NOG07396:	352914.XP_727272.1 5821.PBANKA_114000
NOG07397:	5821.PBANKA_070410 352914.XP_725046.1
NOG07398:	352914.XP_725306.1 5821.PBANKA_090100
NOG07399:	5821.PBANKA_123150 352914.XP_724005.1
NOG07400:	352914.XP_726799.1 5821.PBANKA_132790
NOG07401:	5821.PBANKA_040190 352914.XP_729090.1
NOG07402:	5821.PBANKA_070290 352914.XP_725915.1
NOG07403:	5821.PBANKA_133820 352914.XP_729368.1
NOG07404:	5821.PBANKA_021180 352914.XP_729018.1
NOG07405:	352914.XP_731211.1 5821.PBANKA_103600
NOG07406:	5821.PBANKA_146060 352914.XP_727578.1
NOG07407:	352914.XP_729897.1 5821.PBANKA_112450
NOG07408:	5821.PBANKA_123990 352914.XP_728965.1
NOG07409:	352914.XP_730778.1 5821.PBANKA_041170
NOG07410:	352914.XP_729688.1 5821.PBANKA_010090
NOG07411:	5821.PBANKA_083460 352914.XP_729636.1
NOG07412:	5821.PBANKA_134050 352914.XP_724595.1
NOG07413:	5821.PBANKA_050920 352914.XP_726336.1
NOG07414:	5821.PBANKA_120590 352914.XP_726598.1
NOG07415:	5821.PBANKA_123060 352914.XP_728465.1
NOG07416:	352914.XP_728339.1 5821.PBANKA_103280
NOG07417:	5821.PBANKA_020540 352914.XP_726772.1
NOG07418:	5821.PBANKA_041290 352914.XP_725227.1
NOG07419:	5821.PBANKA_131160 352914.XP_726638.1
NOG07420:	5821.PBANKA_071440 352914.XP_725371.1
NOG07421:	5821.PBANKA_083440 352914.XP_729638.1
NOG07422:	5821.PBANKA_130380 352914.XP_724583.1
NOG07423:	5821.PBANKA_112700 352914.XP_726014.1
NOG07424:	5821.PBANKA_051260 352914.XP_725980.1
NOG07425:	5821.PBANKA_100640 352914.XP_724482.1
NOG07426:	352914.XP_727660.1 5821.PBANKA_030120
NOG07427:	5821.PBANKA_143100 352914.XP_730669.1
NOG07428:	352914.XP_726935.1 5821.PBANKA_020890
NOG07429:	352914.XP_730632.1 5821.PBANKA_120950
NOG07430:	5821.PBANKA_113400 352914.XP_726421.1
NOG07431:	352914.XP_728473.1 5821.PBANKA_010480
NOG07432:	352914.XP_723994.1 5821.PBANKA_061010
NOG07433:	5821.PBANKA_102660 352914.XP_726924.1
NOG07434:	352914.XP_728872.1 5821.PBANKA_041710
NOG07435:	352914.XP_726050.1 5821.PBANKA_133070
NOG07436:	352914.XP_723997.1 5821.PBANKA_031490
NOG07437:	5821.PBANKA_061270 352914.XP_725241.1
NOG07438:	352914.XP_725084.1 5821.PBANKA_031530
NOG07439:	352914.XP_728447.1 5821.PBANKA_130680
NOG07440:	352914.XP_726632.1 5821.PBANKA_060450
NOG07441:	5821.PBANKA_131750 352914.XP_726952.1
NOG07442:	5821.PBANKA_142610 352914.XP_725009.1
NOG07443:	352914.XP_729874.1 5821.PBANKA_134070
NOG07444:	5821.PBANKA_031620 352914.XP_729910.1
NOG07445:	5821.PBANKA_060390 352914.XP_725837.1
NOG07446:	5821.PBANKA_120270 352914.XP_726007.1
NOG07447:	5821.PBANKA_142950 352914.XP_729865.1
NOG07448:	5821.PBANKA_136000 352914.XP_728858.1
NOG07449:	5821.PBANKA_113620 352914.XP_727922.1
NOG07450:	352914.XP_724074.1 5821.PBANKA_145970
NOG07451:	5821.PBANKA_136110 352914.XP_730534.1
NOG07452:	5821.PBANKA_031370 352914.XP_724959.1
NOG07453:	5821.PBANKA_093230 352914.XP_726899.1
NOG07454:	5821.PBANKA_041270 352914.XP_725229.1
NOG07455:	352914.XP_724736.1 5821.PBANKA_070310
NOG07456:	352914.XP_731044.1 5821.PBANKA_114380
NOG07457:	5821.PBANKA_090790 352914.XP_730816.1
NOG07458:	5821.PBANKA_145280 352914.XP_725178.1
NOG07459:	5821.PBANKA_061850 352914.XP_729529.1
NOG07460:	352914.XP_730046.1 5821.PBANKA_010550
NOG07461:	5821.PBANKA_143150 352914.XP_730144.1
NOG07462:	5821.PBANKA_041370 352914.XP_731466.1
NOG07463:	5821.PBANKA_092490 352914.XP_724677.1
NOG07464:	352914.XP_728046.1 5821.PBANKA_091670
NOG07465:	5821.PBANKA_020790 352914.XP_725113.1
NOG07466:	5821.PBANKA_061370 352914.XP_728296.1
NOG07467:	352914.XP_730601.1 5821.PBANKA_123310
NOG07468:	352914.XP_725090.1 5821.PBANKA_051680
NOG07469:	5821.PBANKA_140120 352914.XP_726555.1
NOG07470:	352914.XP_725940.1 5821.PBANKA_111740
NOG07471:	5821.PBANKA_131180 352914.XP_728741.1
NOG07472:	5821.PBANKA_080730 352914.XP_730562.1
NOG07473:	5821.PBANKA_146000 352914.XP_724071.1
NOG07474:	352914.XP_725332.1 5821.PBANKA_050540
NOG07475:	5821.PBANKA_130740 352914.XP_729748.1
NOG07476:	352914.XP_729651.1 5821.PBANKA_102040
NOG07477:	5821.PBANKA_131830 352914.XP_727408.1
NOG07478:	352914.XP_724695.1 5821.PBANKA_132810
NOG07479:	352914.XP_727050.1 5821.PBANKA_103820
NOG07480:	352914.XP_724117.1 5821.PBANKA_100280
NOG07481:	5821.PBANKA_091020 352914.XP_727575.1
NOG07482:	352914.XP_725421.1 5821.PBANKA_130660
NOG07483:	5821.PBANKA_030800 352914.XP_724585.1
NOG07484:	5821.PBANKA_143540 352914.XP_727608.1
NOG07485:	5821.PBANKA_122410 352914.XP_730812.1
NOG07486:	5821.PBANKA_124420 352914.XP_725576.1
NOG07487:	352914.XP_729680.1 5821.PBANKA_143480
NOG07488:	352914.XP_724447.1 5821.PBANKA_122310
NOG07489:	5821.PBANKA_120460 352914.XP_731143.1
NOG07490:	352914.XP_728245.1 5821.PBANKA_070220
NOG07491:	352914.XP_727093.1 5821.PBANKA_114520
NOG07492:	352914.XP_727483.1 5821.PBANKA_103740
NOG07493:	352914.XP_725686.1 5821.PBANKA_062390
NOG07494:	352914.XP_727778.1 5821.PBANKA_030940
NOG07495:	5821.PBANKA_103980 352914.XP_729104.1
NOG07496:	352914.XP_728867.1 5821.PBANKA_114560
NOG07497:	352914.XP_730102.1 5821.PBANKA_100550
NOG07498:	352914.XP_724635.1 5821.PBANKA_110640
NOG07499:	5821.PBANKA_010180 352914.XP_729966.1
NOG07500:	352914.XP_731315.1 5821.PBANKA_130840
NOG07501:	352914.XP_725626.1 5821.PBANKA_031160
NOG07502:	5821.PBANKA_143930 352914.XP_726383.1
NOG07503:	352914.XP_727121.1 5821.PBANKA_142360
NOG07504:	352914.XP_729129.1 5821.PBANKA_103350
NOG07505:	5821.PBANKA_136080 352914.XP_726662.1
NOG07506:	352914.XP_729770.1 5821.PBANKA_040650
NOG07507:	352914.XP_730510.1 5821.PBANKA_090510
NOG07508:	352914.XP_729504.1 5821.PBANKA_121980
NOG07509:	5821.PBANKA_120930 352914.XP_729945.1
NOG07510:	5821.PBANKA_103040 352914.XP_724197.1
NOG07511:	5821.PBANKA_062300 352914.XP_727230.1
NOG07512:	352914.XP_725916.1 5821.PBANKA_070280
NOG07513:	352914.XP_726550.1 5821.PBANKA_051535.1
NOG07514:	5821.PBANKA_083520 352914.XP_726687.1
NOG07515:	352914.XP_731258.1 5821.PBANKA_061750
NOG07516:	352914.XP_725419.1 5821.PBANKA_091080
NOG07517:	352914.XP_726704.1 5821.PBANKA_080660
NOG07518:	352914.XP_727941.1 5821.PBANKA_141880
NOG07519:	5821.PBANKA_021200 352914.XP_728231.1
NOG07520:	352914.XP_729065.1 5821.PBANKA_135950
NOG07521:	5821.PBANKA_041680 352914.XP_724930.1
NOG07522:	352914.XP_727263.1 5821.PBANKA_142820
NOG07523:	352914.XP_731429.1 5821.PBANKA_081290
NOG07524:	5821.PBANKA_081220 352914.XP_731316.1
NOG07525:	352914.XP_728556.1 5821.PBANKA_131370
NOG07526:	5821.PBANKA_070190 352914.XP_727931.1
NOG07527:	5821.PBANKA_103930 352914.XP_729110.1
NOG07528:	5821.PBANKA_040910 352914.XP_725758.1
NOG07529:	352914.XP_726061.1 5821.PBANKA_082870
NOG07530:	352914.XP_726635.1 5821.PBANKA_092650
NOG07531:	5821.PBANKA_112190 352914.XP_724321.1
NOG07532:	5821.PBANKA_113350 352914.XP_723739.1
NOG07533:	5821.PBANKA_070880 352914.XP_724509.1
NOG07534:	5821.PBANKA_121160 352914.XP_725574.1
NOG07535:	5821.PBANKA_094310 352914.XP_729198.1
NOG07536:	5821.PBANKA_142630 352914.XP_728897.1
NOG07537:	5821.PBANKA_070480 352914.XP_729717.1
NOG07538:	5821.PBANKA_110620 352914.XP_726876.1
NOG07539:	352914.XP_729355.1 5821.PBANKA_144550
NOG07540:	352914.XP_730220.1 5821.PBANKA_113090
NOG07541:	352914.XP_728841.1 5821.PBANKA_030370
NOG07542:	5821.PBANKA_010830 352914.XP_729795.1
NOG07543:	352914.XP_730222.1 5821.PBANKA_113070
NOG07544:	352914.XP_730592.1 5821.PBANKA_121710
NOG07545:	352914.XP_730389.1 5821.PBANKA_135870
NOG07546:	5821.PBANKA_100530 352914.XP_731397.1
NOG07547:	5821.PBANKA_030890 352914.XP_723724.1
NOG07548:	352914.XP_724563.1 5821.PBANKA_133610
NOG07549:	352914.XP_723636.1 5821.PBANKA_060850
NOG07550:	5821.PBANKA_143760 352914.XP_731454.1
NOG07551:	352914.XP_725138.1 5821.PBANKA_090840
NOG07552:	352914.XP_724101.1 5821.PBANKA_134010
NOG07553:	352914.XP_725044.1 5821.PBANKA_070390
NOG07554:	352914.XP_726458.1 5821.PBANKA_091990
NOG07555:	352914.XP_731105.1 5821.PBANKA_101050
NOG07556:	5821.PBANKA_082600 352914.XP_727787.1
NOG07557:	5821.PBANKA_132360 352914.XP_729754.1
NOG07558:	5821.PBANKA_060500 352914.XP_729672.1
NOG07559:	352914.XP_731275.1 5821.PBANKA_132640
NOG07560:	352914.XP_726028.1 5821.PBANKA_130940
NOG07561:	352914.XP_728624.1 5821.PBANKA_011230
NOG07562:	5821.PBANKA_140860 352914.XP_725793.1
NOG07563:	5821.PBANKA_050760 352914.XP_729293.1
NOG07564:	352914.XP_729772.1 5821.PBANKA_040640
NOG07565:	5821.PBANKA_110730 352914.XP_725542.1
NOG07566:	352914.XP_726204.1 5821.PBANKA_132160
NOG07567:	5821.PBANKA_031280 352914.XP_728822.1
NOG07568:	352914.XP_725445.1 5821.PBANKA_050630
NOG07569:	352914.XP_727958.1 5821.PBANKA_102820
NOG07570:	5821.PBANKA_133440 352914.XP_728041.1
NOG07571:	352914.XP_725270.1 5821.PBANKA_111080
NOG07572:	352914.XP_724098.1 5821.PBANKA_052020
NOG07573:	5821.PBANKA_080750 352914.XP_728184.1
NOG07574:	5821.PBANKA_130200 352914.XP_724504.1
NOG07575:	5821.PBANKA_134270 352914.XP_727810.1
NOG07576:	5821.PBANKA_071490 352914.XP_725377.1
NOG07577:	5821.PBANKA_111510 352914.XP_730033.1
NOG07578:	352914.XP_729694.1 5821.PBANKA_083120
NOG07579:	5821.PBANKA_060950 352914.XP_730305.1
NOG07580:	352914.XP_728143.1 5821.PBANKA_040790
NOG07581:	5821.PBANKA_010290 352914.XP_726479.1
NOG07582:	5821.PBANKA_041790 352914.XP_728881.1
NOG07583:	352914.XP_729743.1 5821.PBANKA_130780
NOG07584:	352914.XP_727249.1 5821.PBANKA_112980
NOG07585:	352914.XP_727939.1 5821.PBANKA_141860
NOG07586:	352914.XP_730253.1 5821.PBANKA_094270
NOG07587:	352914.XP_730418.1 5821.PBANKA_120790
NOG07588:	352914.XP_727297.1 5821.PBANKA_120290
NOG07589:	5821.PBANKA_030280 352914.XP_727621.1
NOG07590:	352914.XP_729445.1 5821.PBANKA_124210
NOG07591:	5821.PBANKA_062250 352914.XP_727520.1
NOG07592:	5821.PBANKA_142510 352914.XP_729597.1
NOG07593:	5821.PBANKA_080930 352914.XP_729539.1
NOG07594:	352914.XP_730381.1 5821.PBANKA_070790
NOG07595:	352914.XP_730642.1 5821.PBANKA_113680
NOG07596:	352914.XP_724810.1 5821.PBANKA_070710
NOG07597:	352914.XP_731049.1 5821.PBANKA_121330
NOG07598:	352914.XP_727910.1 5821.PBANKA_135230
NOG07599:	352914.XP_729175.1 5821.PBANKA_134860
NOG07600:	5821.PBANKA_080150 352914.XP_726252.1
NOG07601:	352914.XP_730622.1 5821.PBANKA_112640
NOG07602:	352914.XP_727998.1 5821.PBANKA_101710
NOG07603:	5821.PBANKA_112020 352914.XP_724775.1
NOG07604:	5821.PBANKA_061460 352914.XP_725558.1
NOG07605:	5821.PBANKA_135620 352914.XP_725955.1
NOG07606:	5821.PBANKA_100740 352914.XP_724341.1
NOG07607:	5821.PBANKA_101410 352914.XP_728992.1
NOG07608:	352914.XP_724186.1 5821.PBANKA_040740
NOG07609:	5821.PBANKA_061820 352914.XP_729524.1
NOG07610:	5821.PBANKA_122510 352914.XP_725398.1
NOG07611:	5821.PBANKA_051910 352914.XP_728267.1
NOG07612:	352914.XP_725683.1 5821.PBANKA_082090
NOG07613:	352914.XP_725880.1 5821.PBANKA_142270
NOG07614:	352914.XP_727083.1 5821.PBANKA_103550
NOG07615:	352914.XP_729853.1 5821.PBANKA_132900
NOG07616:	352914.XP_727327.1 5821.PBANKA_121430
NOG07617:	5821.PBANKA_102380 352914.XP_724259.1
NOG07618:	352914.XP_731214.1 5821.PBANKA_103580
NOG07619:	5821.PBANKA_141770 352914.XP_724812.1
NOG07620:	352914.XP_729417.1 5821.PBANKA_103080
NOG07621:	5821.PBANKA_093880 352914.XP_727733.1
NOG07622:	352914.XP_723882.1 5821.PBANKA_133670
NOG07623:	5821.PBANKA_040520 352914.XP_727567.1
NOG07624:	5821.PBANKA_021070 352914.XP_730412.1
NOG07625:	5821.PBANKA_031510 352914.XP_728973.1
NOG07626:	352914.XP_728177.1 5821.PBANKA_144410
NOG07627:	5821.PBANKA_133710 352914.XP_725893.1
NOG07628:	5821.PBANKA_091180 352914.XP_726262.1
NOG07629:	5821.PBANKA_111890 352914.XP_728039.1
NOG07630:	352914.XP_726111.1 5821.PBANKA_122700
NOG07631:	5821.PBANKA_070380 352914.XP_723755.1
NOG07632:	5821.PBANKA_092030 352914.XP_730663.1
NOG07633:	5821.PBANKA_071770 352914.XP_730741.1
NOG07634:	5821.PBANKA_102300 352914.XP_728925.1
NOG07635:	5821.PBANKA_140930 352914.XP_730728.1
NOG07636:	5821.PBANKA_021120 352914.XP_729954.1
NOG07637:	352914.XP_729336.1 5821.PBANKA_141030
NOG07638:	5821.PBANKA_144900 352914.XP_726802.1
NOG07639:	352914.XP_727537.1 5821.PBANKA_124490
NOG07640:	352914.XP_731426.1 5821.PBANKA_081330
NOG07641:	352914.XP_729079.1 5821.PBANKA_100210
